gender_male,height,weight,age,bmi,bsa,front_shoulder_width_px_ratio,front_chest_width_px_ratio,front_waist_width_px_ratio,front_hip_width_px_ratio,front_arm_length_px_ratio,front_torso_length_px_ratio,front_leg_length_px_ratio,side_chest_depth_px_ratio,side_waist_depth_px_ratio,side_hip_depth_px_ratio,side_thigh_depth_px_ratio,side_neck_depth_px_ratio,target_chest,target_waist,target_hip,target_shoulderWidth,target_neck,target_upperArm,target_armLength,target_wrist,target_thigh,target_inseam,target_outseam,target_torsoLength,target_height
1,179.8,76.5,34,23.67,1.955,0.26757,0.17559,0.18416,0.19084,0.33794,0.38914,0.62467,0.14925,0.12011,0.15614,0.03765,0.07203,97.9,89.3,96.7,47.5,44.6,25.8,60.0,18.9,22.1,81.8,110.8,69.0,179.8
1,187.7,72.0,48,20.45,1.938,0.25435,0.18101,0.17832,0.19715,0.32384,0.3729,0.59861,0.15386,0.11629,0.1613,0.03841,0.06832,108.5,92.9,107.4,48.5,45.5,25.8,61.8,19.4,24.2,84.3,114.2,71.2,187.7
1,172.7,67.0,61,22.48,1.793,0.26511,0.18295,0.19337,0.19878,0.33725,0.38835,0.62341,0.15551,0.12611,0.16264,0.04059,0.07123,97.5,89.6,96.3,45.0,42.2,26.3,57.2,18.0,22.8,78.0,105.8,65.9,172.7
1,174.0,81.9,27,27.06,1.99,0.26531,0.18048,0.19676,0.19569,0.33221,0.38255,0.61409,0.1534,0.12832,0.16011,0.04126,0.07159,99.1,94.0,97.7,46.4,43.7,28.2,58.1,18.4,23.9,79.2,107.3,66.9,174.0
1,171.1,76.9,54,26.27,1.912,0.258,0.19574,0.19251,0.21221,0.32437,0.37352,0.5996,0.16638,0.12555,0.17363,0.04301,0.06955,106.2,90.8,104.7,44.6,41.9,27.4,56.0,17.7,24.6,76.4,103.6,64.5,171.1
1,167.9,72.3,46,25.67,1.837,0.25749,0.18898,0.20977,0.20484,0.32488,0.3741,0.60053,0.16063,0.13681,0.1676,0.04501,0.06934,98.7,95.3,97.3,42.8,40.3,28.9,54.0,17.1,24.8,73.7,99.9,62.2,167.9
1,170.6,62.8,35,21.56,1.725,0.26209,0.18102,0.19127,0.19674,0.33472,0.38544,0.61873,0.15387,0.12474,0.16097,0.04013,0.07034,96.2,88.4,95.0,44.3,41.5,26.0,56.6,17.8,22.4,77.2,104.7,65.2,170.6
1,166.3,67.4,64,24.36,1.764,0.26306,0.17992,0.19358,0.19512,0.33356,0.3841,0.61658,0.15293,0.12625,0.15964,0.04079,0.07074,95.2,89.1,93.9,44.3,41.6,27.0,56.2,17.7,22.7,76.6,103.9,64.7,166.3
1,175.8,55.8,55,18.06,1.65,0.26534,0.17376,0.18154,0.18928,0.34221,0.39406,0.63258,0.1477,0.1184,0.15486,0.03655,0.07101,93.1,84.6,92.2,45.2,42.3,23.9,58.3,18.2,20.6,79.6,107.9,67.2,175.8
1,169.7,74.1,56,25.71,1.869,0.27065,0.18458,0.20038,0.20013,0.34114,0.39283,0.63059,0.15689,0.13068,0.16374,0.04174,0.07291,95.8,90.4,94.4,44.7,42.0,27.3,56.4,17.8,22.8,76.9,104.2,64.9,169.7
1,177.3,97.4,66,31.01,2.19,0.26968,0.20577,0.20538,0.22288,0.33271,0.38313,0.61502,0.17491,0.13394,0.18236,0.04661,0.07307,113.6,98.6,111.8,47.4,44.8,29.9,58.4,18.7,27.1,79.7,108.0,67.3,177.3
1,163.8,53.9,23,20.06,1.565,0.26191,0.17645,0.18632,0.19182,0.33704,0.38811,0.62301,0.14998,0.12151,0.15694,0.03843,0.07014,90.2,82.9,89.2,42.6,39.9,24.8,54.9,17.2,20.7,74.8,101.4,63.2,163.8
1,178.0,72.6,57,22.92,1.895,0.26071,0.18529,0.18891,0.2014,0.3304,0.38046,0.61074,0.15749,0.1232,0.16478,0.04047,0.07012,103.1,91.4,101.9,46.2,43.4,26.5,58.5,18.5,23.7,79.8,108.2,67.4,178.0
1,181.8,86.9,29,26.29,2.094,0.25542,0.17424,0.19447,0.18924,0.3194,0.3678,0.59041,0.1481,0.12683,0.15483,0.04052,0.06895,101.9,98.9,100.6,47.5,44.8,28.9,59.4,18.9,24.9,81.0,109.9,68.4,181.8
1,160.5,77.8,31,30.2,1.863,0.27054,0.1845,0.20293,0.19916,0.33787,0.38906,0.62454,0.15683,0.13234,0.16295,0.04241,0.07306,92.9,88.9,91.2,43.4,40.9,28.1,54.2,17.2,22.5,73.8,100.1,62.4,160.5
1,178.3,74.4,61,23.4,1.92,0.25848,0.1887,0.19012,0.20507,0.32699,0.37653,0.60443,0.16039,0.12399,0.16779,0.04137,0.06956,105.5,92.5,104.3,46.0,43.2,26.8,58.2,18.4,24.4,79.4,107.6,67.0,178.3
1,184.7,77.0,27,22.56,1.987,0.26318,0.18526,0.20978,0.20156,0.33297,0.38342,0.61549,0.15747,0.13681,0.16492,0.04554,0.07082,108.4,106.8,107.3,49.0,46.1,30.3,62.0,19.6,28.1,84.6,114.7,71.4,184.7
1,166.4,51.6,37,18.63,1.544,0.25994,0.18455,0.17133,0.20085,0.33573,0.3866,0.6206,0.15686,0.11174,0.16433,0.03709,0.06954,96.9,78.3,95.9,43.5,40.6,23.0,56.1,17.5,20.5,76.5,103.8,64.6,166.4
1,188.0,89.9,32,25.42,2.167,0.25736,0.1904,0.18455,0.20705,0.32182,0.37058,0.59488,0.16184,0.12036,0.16941,0.04159,0.06948,116.6,98.3,115.3,50.2,47.3,28.1,62.8,19.9,26.8,85.6,116.0,72.3,188.0
1,178.6,108.5,48,34.0,2.32,0.25927,0.1965,0.2166,0.21267,0.31646,0.36441,0.58497,0.16702,0.14126,0.174,0.0482,0.07045,112.1,107.5,110.3,47.1,44.7,32.9,57.5,18.5,29.0,78.4,106.2,66.2,178.6
1,170.2,75.6,24,26.09,1.891,0.26598,0.19295,0.19233,0.20918,0.33474,0.38546,0.61877,0.16401,0.12543,0.17115,0.04179,0.07167,101.8,88.2,100.3,44.7,42.0,26.6,56.2,17.8,23.2,76.6,103.9,64.7,170.2
1,175.1,76.5,58,24.94,1.928,0.26755,0.18984,0.1955,0.20609,0.3372,0.38829,0.62331,0.16137,0.1275,0.16862,0.04179,0.07207,101.8,91.1,100.4,45.7,42.9,27.0,57.5,18.2,23.6,78.5,106.4,66.3,175.1
1,179.7,84.8,27,26.27,2.057,0.25729,0.19847,0.18561,0.21548,0.3221,0.37091,0.5954,0.1687,0.12105,0.1763,0.04222,0.06944,113.6,92.4,112.2,46.9,44.2,27.2,58.7,18.6,25.4,80.1,108.5,67.6,179.7
1,176.1,77.5,27,24.99,1.946,0.26347,0.19403,0.19745,0.21065,0.33185,0.38213,0.61342,0.16492,0.12877,0.17235,0.04365,0.07098,107.0,94.7,105.6,46.3,43.5,27.9,58.3,18.4,25.3,79.5,107.7,67.1,176.1
1,179.5,71.4,65,22.15,1.887,0.26823,0.18731,0.1943,0.2037,0.3406,0.3922,0.62959,0.15921,0.12672,0.16666,0.04169,0.07211,103.9,93.8,102.8,47.4,44.5,26.9,60.2,19.0,24.3,82.0,111.2,69.3,179.5
1,168.6,80.5,56,28.32,1.942,0.25941,0.19028,0.19493,0.20598,0.32442,0.37358,0.59969,0.16174,0.12713,0.16853,0.04235,0.07003,101.6,90.5,100.0,44.1,41.5,27.7,55.1,17.5,23.8,75.2,101.9,63.5,168.6
1,176.8,80.9,45,25.89,1.993,0.26464,0.1987,0.20294,0.21566,0.3322,0.38254,0.61408,0.16889,0.13235,0.17645,0.04535,0.07137,109.2,97.0,107.8,46.3,43.6,28.7,58.1,18.4,26.2,79.3,107.5,66.9,176.8
1,164.9,68.2,47,25.09,1.768,0.2593,0.18839,0.17667,0.20418,0.32824,0.37798,0.60675,0.16013,0.11522,0.16705,0.0381,0.06976,97.6,79.6,96.2,42.8,40.2,24.3,54.2,17.1,20.8,73.8,100.1,62.4,164.9
1,174.7,66.0,54,21.62,1.789,0.26964,0.19366,0.18315,0.21056,0.34371,0.39579,0.63534,0.16462,0.11945,0.17228,0.04025,0.07241,104.4,85.9,103.2,46.3,43.4,25.0,59.0,18.5,22.8,80.4,109.0,67.9,174.7
1,168.7,86.6,20,30.43,2.015,0.25922,0.17752,0.19846,0.19196,0.32199,0.37077,0.59519,0.15089,0.12943,0.15706,0.04119,0.07011,95.9,93.3,94.3,44.6,42.1,28.8,55.4,17.6,23.4,75.5,102.4,63.8,168.7
1,170.0,79.9,67,27.65,1.942,0.25274,0.18935,0.18539,0.2051,0.31652,0.36448,0.58508,0.16095,0.12091,0.16781,0.04048,0.0682,102.8,87.5,101.2,43.7,41.1,26.6,54.7,17.4,23.1,74.6,101.1,63.0,170.0
1,184.8,78.6,60,23.04,2.009,0.25412,0.18343,0.17789,0.19954,0.32096,0.36959,0.59328,0.15591,0.11601,0.16326,0.03793,0.06841,106.0,89.4,104.9,46.8,43.9,25.4,59.1,18.7,23.1,80.5,109.2,68.0,184.8
1,183.7,98.1,32,29.09,2.238,0.26904,0.20526,0.20201,0.22279,0.33287,0.38331,0.61531,0.17447,0.13174,0.18228,0.04636,0.07284,118.3,101.2,116.7,49.3,46.6,29.9,61.1,19.5,28.1,83.3,112.9,70.3,183.7
1,180.1,75.3,38,23.23,1.941,0.25673,0.19348,0.19505,0.21033,0.3247,0.3739,0.60021,0.16446,0.12721,0.17209,0.04337,0.06909,109.5,96.0,108.3,46.3,43.5,27.7,58.5,18.5,25.8,79.8,108.2,67.4,180.1
1,167.3,62.3,69,22.26,1.702,0.26434,0.1833,0.1963,0.19906,0.3373,0.38841,0.6235,0.15581,0.12802,0.16287,0.04148,0.07096,95.5,89.0,94.3,43.8,41.1,26.6,55.9,17.6,22.8,76.3,103.4,64.4,167.3
1,173.1,66.9,54,22.33,1.794,0.2489,0.18833,0.17985,0.20465,0.31673,0.36472,0.58547,0.16008,0.11729,0.16744,0.03956,0.06687,103.9,86.3,102.6,43.7,41.0,25.3,55.6,17.5,23.0,75.8,102.8,64.0,173.1
1,184.6,65.4,29,19.19,1.831,0.2497,0.18525,0.18301,0.2018,0.31974,0.36818,0.59103,0.15746,0.11935,0.16511,0.04033,0.06696,109.7,94.2,108.6,47.1,44.1,26.1,60.3,18.9,25.1,82.2,111.4,69.4,184.6
1,176.6,83.7,21,26.86,2.027,0.25477,0.18896,0.201,0.20499,0.31881,0.36711,0.58931,0.16061,0.13109,0.16772,0.04375,0.06876,105.6,97.7,104.2,45.3,42.7,29.1,56.7,18.0,25.7,77.3,104.8,65.3,176.6
1,192.9,70.8,64,19.02,1.947,0.25907,0.19268,0.19045,0.21003,0.33093,0.38107,0.61172,0.16378,0.12421,0.17184,0.04286,0.06953,117.4,100.9,116.4,50.3,47.1,27.3,64.2,20.2,27.5,87.6,118.7,73.9,192.9
1,178.4,66.3,26,20.82,1.813,0.26081,0.18019,0.18074,0.19606,0.33286,0.38329,0.61529,0.15316,0.11787,0.16041,0.03832,0.07001,101.5,88.5,100.3,46.7,43.8,25.3,59.7,18.7,22.7,81.3,110.3,68.7,178.4
1,176.9,57.4,56,18.33,1.68,0.26286,0.17937,0.16847,0.19537,0.33856,0.38986,0.62582,0.15246,0.10987,0.15985,0.03509,0.07038,97.8,79.9,96.9,45.6,42.7,22.6,58.8,18.4,20.1,80.2,108.7,67.7,176.9
1,173.2,74.1,59,24.71,1.888,0.25867,0.19317,0.19462,0.20966,0.32656,0.37604,0.60365,0.1642,0.12693,0.17154,0.04258,0.06965,103.9,91.0,102.5,44.3,41.6,27.0,55.9,17.7,24.1,76.2,103.3,64.4,173.2
1,176.5,76.2,45,24.47,1.933,0.25975,0.18584,0.18572,0.20183,0.32768,0.37733,0.60571,0.15796,0.12112,0.16513,0.03965,0.06995,102.2,88.8,100.9,45.5,42.8,26.1,57.4,18.1,23.0,78.2,106.1,66.1,176.5
1,174.4,72.4,40,23.83,1.873,0.26287,0.18611,0.18524,0.20212,0.33265,0.38305,0.6149,0.1582,0.12081,0.16537,0.03974,0.07073,101.6,87.9,100.3,45.7,42.9,25.9,57.8,18.2,22.8,78.8,106.9,66.6,174.4
1,180.8,70.0,62,21.4,1.875,0.24896,0.18886,0.18247,0.20549,0.31678,0.36478,0.58557,0.16053,0.119,0.16813,0.04016,0.06689,108.0,90.7,106.8,45.3,42.5,25.8,57.7,18.1,24.2,78.6,106.6,66.4,180.8
1,182.7,70.1,57,20.99,1.885,0.25462,0.17981,0.18047,0.19571,0.3242,0.37332,0.59928,0.15284,0.1177,0.16013,0.03849,0.06839,104.5,91.2,103.4,47.1,44.2,25.8,60.0,18.9,23.6,81.8,110.9,69.1,182.7
1,169.6,77.2,61,26.83,1.907,0.26587,0.17583,0.19344,0.19053,0.33391,0.3845,0.61722,0.14946,0.12616,0.15589,0.04011,0.07169,95.4,91.3,94.0,45.9,43.2,27.7,57.7,18.3,22.9,78.6,106.6,66.4,169.6
1,165.5,63.1,39,23.04,1.704,0.25545,0.1825,0.18976,0.19805,0.32539,0.37469,0.60147,0.15512,0.12376,0.16204,0.04046,0.06861,95.9,86.7,94.6,42.7,40.1,26.2,54.4,17.1,22.4,74.2,100.6,62.7,165.5
1,161.7,68.6,41,26.24,1.756,0.25328,0.18235,0.18985,0.19738,0.31997,0.36845,0.59146,0.155,0.12382,0.16149,0.03978,0.06818,92.7,83.9,91.2,41.0,38.5,26.1,51.8,16.4,21.3,70.6,95.7,59.6,161.7
1,179.3,70.5,68,21.92,1.873,0.25205,0.18443,0.18645,0.20059,0.32034,0.36888,0.59215,0.15677,0.1216,0.16412,0.04058,0.06774,105.7,92.9,104.5,46.0,43.1,26.7,58.5,18.4,24.5,79.7,108.1,67.3,179.3
1,167.2,71.9,43,25.72,1.828,0.25886,0.19096,0.19345,0.20696,0.32667,0.37616,0.60384,0.16232,0.12616,0.16933,0.04203,0.06971,100.1,88.1,98.6,43.2,40.6,26.8,54.5,17.2,23.2,74.3,100.7,62.7,167.2
1,159.4,77.3,47,30.43,1.85,0.27475,0.19974,0.20845,0.21552,0.34312,0.39511,0.63426,0.16978,0.13595,0.17634,0.04625,0.0742,100.3,91.0,98.4,43.9,41.4,29.0,54.8,17.4,24.4,74.8,101.4,63.1,159.4
1,178.4,87.0,50,27.33,2.076,0.27156,0.19504,0.19629,0.21162,0.33896,0.39032,0.62656,0.16578,0.12802,0.17314,0.04368,0.07335,110.0,96.2,108.5,48.7,46.0,28.6,60.8,19.3,25.9,83.0,112.5,70.1,178.4
1,194.2,88.7,33,23.53,2.188,0.27133,0.19737,0.19632,0.21493,0.34066,0.39227,0.6297,0.16777,0.12804,0.17585,0.0439,0.07317,118.4,102.4,117.2,51.8,48.7,28.5,65.0,20.6,27.7,88.7,120.2,74.9,194.2
1,175.5,80.1,39,26.01,1.976,0.25138,0.17788,0.18528,0.19302,0.31564,0.36346,0.58345,0.1512,0.12084,0.15792,0.03948,0.06779,101.8,92.2,100.4,45.8,43.1,27.4,57.5,18.2,23.8,78.4,106.3,66.2,175.5
1,181.8,79.8,66,24.14,2.007,0.26669,0.19014,0.19005,0.20668,0.33598,0.38689,0.62105,0.16162,0.12394,0.1691,0.04182,0.07185,109.2,94.9,107.9,48.8,45.9,27.4,61.4,19.4,25.3,83.8,113.6,70.7,181.8
1,176.1,77.7,67,25.06,1.95,0.24709,0.19122,0.18062,0.2076,0.31114,0.35828,0.57513,0.16254,0.1178,0.16986,0.04066,0.06657,109.7,90.1,108.2,45.1,42.4,26.6,56.8,18.0,24.5,77.5,105.0,65.4,176.1
1,174.8,72.8,60,23.84,1.88,0.2674,0.18192,0.18416,0.19758,0.33831,0.38957,0.62536,0.15463,0.1201,0.16166,0.03884,0.07195,99.5,87.6,98.3,46.6,43.7,25.8,58.9,18.6,22.4,80.3,108.9,67.8,174.8
1,182.4,81.2,35,24.42,2.029,0.27019,0.19964,0.20144,0.217,0.33997,0.39148,0.62842,0.16969,0.13137,0.17754,0.04537,0.07282,113.1,99.2,111.8,48.7,45.8,28.7,61.3,19.4,27.1,83.6,113.3,70.6,182.4
1,173.3,77.6,24,25.84,1.933,0.25629,0.181,0.18225,0.19635,0.32233,0.37117,0.59583,0.15385,0.11886,0.16065,0.03881,0.06908,100.6,88.1,99.2,45.3,42.7,26.3,57.0,18.1,22.7,77.8,105.4,65.7,173.3
1,177.5,67.9,67,21.56,1.83,0.26018,0.17421,0.17988,0.18947,0.33133,0.38153,0.61245,0.14808,0.11731,0.15502,0.03751,0.06988,99.0,88.9,97.8,47.0,44.1,25.6,59.9,18.8,22.4,81.7,110.7,69.0,177.5
1,177.9,68.0,43,21.49,1.834,0.25026,0.17901,0.18814,0.19471,0.31872,0.36701,0.58914,0.15216,0.1227,0.1593,0.04029,0.06722,102.7,93.8,101.5,45.7,42.8,27.0,58.2,18.3,24.3,79.3,107.6,67.0,177.9
1,170.5,59.1,25,20.32,1.673,0.25105,0.18323,0.17903,0.19927,0.32196,0.37074,0.59513,0.15574,0.11676,0.16304,0.03825,0.0673,98.0,83.3,96.9,42.8,40.0,24.4,54.8,17.2,21.5,74.8,101.4,63.1,170.5
1,182.9,65.9,23,19.69,1.83,0.26171,0.18405,0.18745,0.20043,0.33473,0.38545,0.61875,0.15644,0.12225,0.16399,0.04055,0.07021,106.3,94.2,105.3,48.1,45.1,26.3,61.6,19.3,24.7,83.9,113.8,70.9,182.9
1,174.2,63.3,47,20.85,1.75,0.25664,0.1746,0.17825,0.1899,0.32806,0.37777,0.60641,0.14841,0.11625,0.15537,0.03683,0.06886,95.9,85.2,94.9,44.9,42.0,24.7,57.4,18.0,21.3,78.3,106.1,66.1,174.2
1,169.8,73.9,56,25.63,1.868,0.26346,0.18831,0.18408,0.20418,0.33213,0.38245,0.61393,0.16006,0.12005,0.16706,0.03988,0.07096,101.0,85.9,99.6,45.0,42.3,25.9,56.7,17.9,22.5,77.3,104.8,65.3,169.8
1,179.5,70.6,40,21.89,1.876,0.26518,0.17655,0.1723,0.19203,0.33702,0.38809,0.62298,0.15007,0.11237,0.15711,0.0362,0.07127,101.0,85.8,99.9,48.3,45.3,24.6,61.4,19.3,21.8,83.7,113.5,70.7,179.5
1,168.8,77.0,49,27.03,1.9,0.26341,0.18341,0.20993,0.19868,0.33075,0.38087,0.6114,0.1559,0.13691,0.16256,0.04372,0.07103,95.6,95.2,94.2,43.7,41.1,29.0,54.9,17.4,24.0,74.8,101.5,63.2,168.8
1,175.7,77.7,39,25.16,1.947,0.26242,0.18277,0.18538,0.19841,0.3304,0.38046,0.61074,0.15535,0.1209,0.16233,0.03915,0.07071,100.5,88.6,99.2,45.9,43.2,26.2,57.8,18.3,22.7,78.8,106.9,66.6,175.7
1,175.4,57.3,59,18.63,1.671,0.25969,0.17032,0.1806,0.18547,0.33431,0.38496,0.61797,0.14477,0.11778,0.15175,0.03714,0.06954,95.6,88.1,94.6,46.4,43.4,25.1,59.7,18.7,21.9,81.4,110.4,68.8,175.4
1,183.6,93.1,60,27.61,2.18,0.26608,0.19338,0.19075,0.20999,0.3309,0.38104,0.61166,0.16437,0.1244,0.17181,0.04241,0.07194,112.8,96.7,111.3,49.4,46.6,28.4,61.4,19.6,26.0,83.7,113.5,70.7,183.6
1,179.1,90.6,62,28.26,2.123,0.25817,0.1966,0.20909,0.21326,0.32113,0.36978,0.59359,0.16711,0.13636,0.17449,0.04697,0.0698,112.1,103.6,110.5,46.8,44.2,30.8,58.3,18.5,28.2,79.4,107.7,67.1,179.1
1,175.3,66.3,26,21.56,1.796,0.25931,0.17741,0.20577,0.1929,0.33052,0.3806,0.61097,0.1508,0.1342,0.15783,0.04219,0.06963,95.7,96.5,94.6,44.5,41.7,28.0,56.7,17.8,24.0,77.4,104.9,65.3,175.3
1,181.6,87.9,48,26.66,2.106,0.26421,0.19464,0.18676,0.21136,0.33,0.38,0.61,0.16545,0.1218,0.17293,0.04111,0.07135,109.9,91.7,108.5,47.5,44.8,26.9,59.3,18.8,24.4,80.9,109.6,68.3,181.6
1,185.9,76.1,24,22.01,1.982,0.25613,0.17728,0.17981,0.19295,0.32451,0.37368,0.59985,0.15069,0.11727,0.15787,0.03761,0.06889,103.7,91.5,102.7,47.7,44.8,25.8,60.4,19.1,23.2,82.4,111.7,69.6,185.9
1,179.7,82.0,26,25.4,2.023,0.27083,0.19677,0.206,0.21371,0.34006,0.39158,0.62859,0.16725,0.13435,0.17485,0.04529,0.07303,108.3,98.6,106.9,47.4,44.7,28.8,59.6,18.9,26.2,81.2,110.1,68.6,179.7
1,175.6,63.8,30,20.7,1.764,0.26421,0.18102,0.19111,0.19692,0.33772,0.38889,0.62426,0.15387,0.12464,0.16111,0.03983,0.07089,97.7,89.7,96.6,45.4,42.5,25.8,58.0,18.2,22.6,79.1,107.3,66.8,175.6
1,165.7,52.5,20,19.13,1.554,0.25638,0.17059,0.1827,0.18559,0.33069,0.3808,0.61128,0.145,0.11915,0.15185,0.03707,0.06862,89.1,83.0,88.1,42.6,39.8,24.6,55.0,17.2,20.4,75.0,101.6,63.3,165.7
1,167.5,66.3,52,23.63,1.757,0.25385,0.18683,0.18279,0.20274,0.32245,0.37131,0.59605,0.15881,0.11921,0.16588,0.03952,0.06823,98.9,84.2,97.6,42.8,40.1,25.3,54.3,17.1,22.0,74.1,100.5,62.6,167.5
1,173.2,73.7,50,24.57,1.883,0.25949,0.18166,0.20565,0.19719,0.32774,0.3774,0.60582,0.15441,0.13412,0.16133,0.04353,0.06986,99.4,97.8,98.1,45.2,42.5,29.0,57.1,18.0,25.1,77.8,105.5,65.7,173.2
1,170.9,68.9,38,23.58,1.809,0.24589,0.17973,0.18702,0.19512,0.31191,0.35917,0.57656,0.15277,0.12197,0.15965,0.03957,0.06612,97.9,88.6,96.6,42.6,40.0,26.3,54.1,17.1,22.7,73.8,100.0,62.3,170.9
1,174.1,63.5,48,20.96,1.753,0.26573,0.17304,0.17916,0.18819,0.33957,0.39101,0.62768,0.14708,0.11684,0.15397,0.03593,0.0713,92.2,83.0,91.2,45.1,42.2,24.1,57.6,18.1,20.2,78.6,106.5,66.3,174.1
1,175.9,73.0,69,23.57,1.888,0.26283,0.18727,0.1851,0.20345,0.33266,0.38306,0.61492,0.15918,0.12072,0.16646,0.04051,0.07072,105.1,90.3,103.8,46.9,44.1,26.4,59.4,18.8,23.9,81.0,109.8,68.4,175.9
1,179.5,83.9,51,26.06,2.046,0.25921,0.19646,0.18929,0.21331,0.32477,0.37398,0.60034,0.16699,0.12345,0.17453,0.04189,0.06994,109.3,91.6,107.9,45.9,43.3,26.9,57.5,18.3,24.5,78.5,106.4,66.3,179.5
1,175.0,76.1,49,24.86,1.923,0.26702,0.18863,0.20697,0.20477,0.33664,0.38765,0.62228,0.16034,0.13498,0.16754,0.04454,0.07192,102.6,97.9,101.3,46.2,43.5,29.0,58.3,18.4,25.5,79.5,107.8,67.1,175.0
1,179.1,82.6,52,25.72,2.027,0.25864,0.17923,0.18943,0.19462,0.32448,0.37364,0.59979,0.15235,0.12354,0.15923,0.03971,0.06976,101.3,93.1,100.0,46.5,43.8,27.3,58.4,18.5,23.6,79.6,107.9,67.2,179.1
1,176.0,70.1,32,22.63,1.851,0.27126,0.19532,0.19664,0.21228,0.3444,0.39658,0.63662,0.16602,0.12824,0.17368,0.04312,0.07292,105.1,92.0,103.9,46.5,43.6,26.8,59.0,18.6,24.4,80.5,109.1,67.9,176.0
1,160.7,77.0,49,29.84,1.854,0.25862,0.18307,0.19214,0.19767,0.32331,0.37229,0.59762,0.15561,0.12531,0.16173,0.04071,0.06982,94.6,86.4,92.9,42.6,40.1,27.3,53.2,16.9,22.1,72.5,98.3,61.3,160.7
1,168.5,59.5,23,20.98,1.669,0.25945,0.17721,0.17779,0.19261,0.33227,0.38262,0.6142,0.15063,0.11595,0.15759,0.03699,0.06958,93.9,81.9,92.8,43.8,41.0,24.2,56.0,17.6,20.6,76.4,103.6,64.5,168.5
1,174.4,81.9,62,26.93,1.992,0.26189,0.20133,0.18075,0.21833,0.328,0.3777,0.60631,0.17113,0.11788,0.17863,0.04118,0.07067,111.1,86.8,109.6,46.0,43.3,26.0,57.6,18.3,23.9,78.6,106.5,66.4,174.4
1,166.4,82.8,38,29.88,1.956,0.27582,0.19114,0.20978,0.20664,0.34365,0.39572,0.63523,0.16247,0.13681,0.16907,0.04478,0.07453,98.5,94.0,96.8,45.3,42.7,29.2,56.4,17.9,24.3,76.9,104.2,64.9,166.4
1,180.0,87.2,50,26.9,2.088,0.26746,0.19593,0.20976,0.21268,0.33406,0.38467,0.6175,0.16654,0.1368,0.17401,0.04652,0.07222,110.2,102.6,108.8,47.9,45.1,30.2,59.8,19.0,27.5,81.6,110.6,68.9,180.0
1,187.0,84.9,49,24.28,2.1,0.25228,0.18605,0.18188,0.20237,0.31691,0.36493,0.58581,0.15814,0.11862,0.16557,0.04005,0.06802,112.2,95.4,110.9,48.4,45.6,27.2,60.8,19.3,25.4,83.0,112.4,70.1,187.0
1,184.6,78.8,69,23.12,2.011,0.26673,0.19131,0.18218,0.2081,0.3368,0.38783,0.62257,0.16261,0.11881,0.17026,0.03966,0.07181,108.9,90.2,107.7,48.4,45.4,25.7,61.1,19.3,23.8,83.3,112.9,70.3,184.6
1,173.9,88.4,36,29.24,2.067,0.26538,0.19606,0.21029,0.21237,0.32995,0.37994,0.60991,0.16665,0.13714,0.17376,0.04623,0.07175,106.3,99.2,104.7,45.8,43.2,30.1,57.0,18.1,26.4,77.7,105.3,65.6,173.9
1,186.7,70.5,50,20.22,1.911,0.25568,0.18063,0.1695,0.19673,0.32593,0.37531,0.60248,0.15354,0.11054,0.16096,0.03644,0.06866,107.6,87.8,106.5,48.5,45.4,24.4,61.8,19.4,22.8,84.3,114.2,71.2,186.7
1,176.6,67.5,45,21.64,1.82,0.25559,0.18262,0.19364,0.19859,0.32551,0.37483,0.60171,0.15523,0.12629,0.16248,0.04142,0.06865,101.9,93.9,100.7,45.4,42.5,27.1,57.8,18.2,24.3,78.8,106.8,66.6,176.6
1,173.0,70.5,48,23.58,1.841,0.25186,0.18054,0.17886,0.19606,0.31919,0.36755,0.59001,0.15346,0.11665,0.16041,0.03816,0.06774,100.1,86.2,98.8,44.4,41.7,25.5,56.3,17.8,22.3,76.8,104.1,64.8,173.0
1,170.9,88.0,38,30.13,2.044,0.26612,0.20201,0.1941,0.21859,0.33047,0.38054,0.61086,0.17171,0.12659,0.17885,0.04376,0.07198,108.7,90.9,107.0,45.6,43.0,27.9,56.6,18.0,24.8,77.2,104.7,65.2,170.9
1,173.2,79.5,51,26.5,1.956,0.26384,0.18177,0.1983,0.19712,0.33111,0.38128,0.61206,0.15451,0.12933,0.16128,0.04161,0.07115,98.7,93.6,97.3,45.6,42.9,28.1,57.2,18.1,23.8,78.0,105.8,65.9,173.2
1,172.6,64.5,32,21.65,1.758,0.26286,0.1861,0.17625,0.20229,0.33533,0.38614,0.61985,0.15819,0.11495,0.16551,0.0382,0.07057,101.4,83.5,100.2,45.6,42.7,24.4,58.2,18.3,21.9,79.3,107.5,67.0,172.6
1,176.8,74.7,31,23.89,1.915,0.2572,0.18881,0.18412,0.20511,0.32505,0.3743,0.60085,0.16049,0.12008,0.16782,0.04027,0.06923,105.6,89.5,104.3,45.8,43.0,26.2,57.9,18.3,23.7,78.9,106.9,66.6,176.8
1,176.7,71.3,36,22.82,1.87,0.24381,0.18321,0.18637,0.19912,0.30926,0.35612,0.57166,0.15573,0.12155,0.16292,0.04047,0.06556,104.2,92.2,103.0,44.2,41.4,26.8,56.0,17.7,24.2,76.4,103.5,64.5,176.7
1,175.5,69.3,60,22.5,1.838,0.25916,0.19032,0.17,0.20685,0.32926,0.37914,0.60862,0.16177,0.11087,0.16924,0.03716,0.06966,104.4,81.1,103.2,45.3,42.5,23.6,57.5,18.1,21.5,78.4,106.3,66.2,175.5
